명칭,종별,전체,전화번호,도로명주소,x,y
경희사랑한의원,한의원,0,053-351-8777,"대구광역시 북구 침산로 100, 302동 204호 (칠성동2가, 오페라삼정그린코아더베스트)",128.591263607,35.885182626
영재한의원,한의원,0,053-327-1075,"대구광역시 북구 내곡로 38-2, 202호 (사수동)",128.510321230,35.898925441
시원명상한의원,한의원,0,053-326-4788,대구광역시 북구 학남로15길 50 (국우동),128.573570688,35.943920258
태양한의원,한의원,0,053-263-2335,"대구광역시 북구 칠성시장로 34, D동 2층 2호 (칠성동1가)",128.604153551,35.877230166
웅한의원,한의원,0,053-357-7510,"대구광역시 북구 중앙대로 517, 2층 (칠성동2가)",128.595290702,35.879223512
본울림한의원,한의원,0,053-939-6780,"대구광역시 북구 신암로 111, 3층 304호 (대현동)",128.611298858,35.880870676
배동렬한의원,한의원,0,053-311-7599,"대구광역시 북구 태전로 25, 3층 (태전동)",128.544727672,35.922630735
경희정수한의원,한의원,0,053-941-9990,"대구광역시 북구 대현남로 41, 1층 (대현동)",128.607336292,35.881675363
더바른한의원,한의원,12,053-355-0000,"대구광역시 북구 옥산로 95, 화인탑펠리스 4층 301,302,303호 (칠성동2가)",128.586030480,35.884704114
침산한의원,한의원,0,053-356-8783,"대구광역시 북구 침산남로 147, 지하1, 1층 (침산동)",128.592158246,35.888564148
온아한의원,한의원,0,053-323-5575,"대구광역시 북구 내곡로 38, 우정플라자 3층 301호 (사수동)",128.509909758,35.898985509
감송한의원,한의원,0,053-323-6800,"대구광역시 북구 동천로23길 14, 2층 201-2호 (동천동)",128.559168820,35.942304132
신세계한의원,한의원,0,053-326-6675,"대구광역시 북구 학정로 415, 메가타운 4층 403호 (동천동)",128.562988355,35.941860249
칠곡올진한의원,한의원,0,053-312-1256,"대구광역시 북구 학정로 435, 2층 (동천동)",128.563299340,35.943578967
365강추한의원,한의원,10,053-353-1175,"대구광역시 북구 팔달로 175, 2층 (노원동3가)",128.569360010,35.888871481
록원한의원,한의원,0,053-986-7554,"대구광역시 북구 연경중앙로6길 9, 1층 (연경동)",128.619734867,35.943910650
흰사슴한의원,한의원,0,053-356-7666,"대구광역시 북구 호암로 20, 126동 2층 205호 (칠성동2가, 성광우방타운)",128.592844601,35.882029241
칠곡본한의원,한의원,0,053-327-1800,"대구광역시 북구 칠곡중앙대로 555-1, 1층 (읍내동)",128.550733983,35.945312778
이편한한의원,한의원,0,053-312-1580,"대구광역시 북구 칠곡중앙대로 426, 4층 (읍내동)",128.548914862,35.933656003
더나은365한의원,한의원,10,053-955-1075,"대구광역시 북구 동북로 291, 3층 302호, 8층 801호 (복현동)",128.622154864,35.892784290
당당한방병원,한방병원,83,053-715-8888,"대구광역시 북구 동화천로 237, 지하1층 일부, 2층 일부, 3~7층 (연경동)",128.616960481,35.942607782
이굿치과의원,치과의원,0,053-425-1356,"대구광역시 북구 칠성시장로 26, 2층 (칠성동1가)",128.604315624,35.876564248
유치과의원,치과의원,0,053-355-2828,대구광역시 북구 팔달로 171 (노원동3가),128.568790920,35.888944643
최근배치과의원,치과의원,0,053-424-4546,대구광역시 북구 신암로 24 (칠성동1가),128.605828095,35.874521395
서춘교치과의원,치과의원,0,053-427-3905,대구광역시 북구 칠성시장로 41 (칠성동1가),128.603067321,35.877564299
이석호치과의원,치과의원,0,053-952-5800,대구광역시 북구 동북로 246 (복현동),128.617755319,35.895045612
김명효치과의원,치과의원,0,053-954-3332,대구광역시 북구 대현로 93-1 (대현동),128.609438154,35.882699680
이성우치과의원,치과의원,0,053-357-9889,"대구광역시 북구 팔달로 179, 2층 (노원동2가)",128.569774980,35.888792027
고영환치과의원,치과의원,0,053-383-0421,대구광역시 북구 검단로 3 (산격동),128.614848219,35.898213285
이유원치과의원,치과의원,0,053-957-3666,대구광역시 북구 연암로 184 (산격동),128.596534388,35.900884594
박성근치과의원,치과의원,0,053-955-7171,대구광역시 북구 연암로 100-1 (산격동),128.594334732,35.893612108
김영숙치과의원,치과의원,0,053-955-9508,"대구광역시 북구 동북로 170, 4층 (산격동)",128.611000600,35.898963697
칠곡연세치과의원,치과의원,0,053-327-2875,대구광역시 북구 칠곡중앙대로 443 (관음동),128.548559688,35.935363126
최병하치과의원,치과의원,0,053-357-5009,대구광역시 북구 팔달로 231 (노원동2가),128.575322353,35.887948401
파티마프렌즈치과의원,치과의원,0,053-354-2875,"대구광역시 북구 침산남로 138, 5층 (침산동)",128.590690064,35.888156982
김종헌치과의원,치과의원,0,053-352-7227,대구광역시 북구 노원로 20 (노원동3가),128.565230468,35.891080725
한민행복을심는치과의원,치과의원,0,053-357-2025,대구광역시 북구 침산남로 175 (침산동),128.594854857,35.887696041
연합수치과의원,치과의원,0,053-311-1653,"대구광역시 북구 학정로 38, 4층 (태전동)",128.546853008,35.913225836
권현치과의원,치과의원,0,053-957-2477,대구광역시 북구 동북로 268 (복현동),128.619464880,35.893706716
박대열치과의원,치과의원,0,053-311-5824,"대구광역시 북구 칠곡중앙대로 223, 2층 (태전동)",128.548182948,35.915843977
이인구치과의원,치과의원,0,053-353-8762,"대구광역시 북구 노원로 21, 나동 (노원동3가)",128.565182300,35.891610812
류경치과의원,치과의원,0,053-957-2875,대구광역시 북구 동북로65길 5 (복현동),128.625818711,35.891653818
이석현치과의원,치과의원,0,053-958-0293,대구광역시 북구 동북로 285 (복현동),128.621314879,35.893086009
만평치과의원,치과의원,0,053-355-1319,대구광역시 북구 팔달로 141 (노원동3가),128.565587144,35.889418588
북대구치과의원,치과의원,0,053-321-2875,대구광역시 북구 칠곡중앙대로 529 (읍내동),128.550471315,35.942960159
박대근치과의원,치과의원,0,053-954-2875,대구광역시 북구 대현로 96 (대현동),128.609538242,35.882320572
임진치과의원,치과의원,0,053-423-7555,"대구광역시 북구 칠성남로 198, 4층 (칠성동1가)",128.601951858,35.876218054
김동응치과의원,치과의원,0,053-952-5754,"대구광역시 북구 동북로 174, 3층 (산격동)",128.611660346,35.898754019
유정균치과의원,치과의원,0,053-426-5797,대구광역시 북구 칠성시장로 29 (칠성동1가),128.603611636,35.876645095
이상우치과의원,치과의원,0,053-942-2522,대구광역시 북구 산격로 24 (산격동),128.605424986,35.892663462
노원치과의원,치과의원,0,053-351-6400,대구광역시 북구 노원로 90 (노원동3가),128.571607043,35.894785930
강북치과의원,치과의원,0,053-324-8993,대구광역시 북구 칠곡중앙대로 516 (읍내동),128.550764757,35.941564619
김우현치과의원,치과의원,0,053-323-9132,"대구광역시 북구 칠곡중앙대로 404, 701호 (태전동)",128.548607534,35.931795769
연합치과의원,치과의원,0,053-324-3321,대구광역시 북구 구암로 150 (구암동),128.557116969,35.931483632
김진홍치과의원,치과의원,0,053-381-2895,대구광역시 북구 검단로 16 (복현동),128.615544283,35.899277007
최용철연합치과의원,치과의원,0,053-428-2875,"대구광역시 북구 칠성시장로 10, 2층 202호 (칠성동1가)",128.605125092,35.875224935
칠곡현대치과의원,치과의원,0,053-321-1305,"대구광역시 북구 칠곡중앙대로 411, 3층 (태전동, 우영팰리스빌딩)",128.547974016,35.932556668
진석호치과의원,치과의원,0,053-326-2928,"대구광역시 북구 학정로 429, 303호 (동천동)",128.563227219,35.943051503
제동치과의원,치과의원,0,053-324-1360,대구광역시 북구 칠곡중앙대로 385-1 (태전동),128.547597509,35.930170077
진선치과의원,치과의원,0,053-955-4728,대구광역시 북구 산격로 95 (산격동),128.606975797,35.898545281
김시형더좋은치과의원,치과의원,0,053-356-2804,"대구광역시 북구 침산남로 140, 602호 (침산동)",128.590942509,35.888099390
최희동치과의원,치과의원,0,053-954-2282,대구광역시 북구 동북로 168 (산격동),128.610847742,35.899047763
보성치과의원,치과의원,0,053-356-2875,대구광역시 북구 침산남로 147 (침산동),128.592158246,35.888564148
황부부치과의원,치과의원,0,053-383-2875,"대구광역시 북구 검단로 117, 201호 (검단동, 유성상가)",128.620158226,35.907484939
권성현치과의원,치과의원,0,053-383-8275,"대구광역시 북구 동북로 163 (산격동, 대우아파트 상가)",128.611888517,35.899173428
동신치과의원,치과의원,0,053-382-2875,"대구광역시 북구 동북로 163, 202동 201호 (산격동, 대우아파트상가)",128.610513968,35.899884450
하나치과의원,치과의원,0,053-325-2119,"대구광역시 북구 칠곡중앙대로 419, 6층 (관음동)",128.548124200,35.933274994
침산아름다운치과의원,치과의원,0,053-353-8277,"대구광역시 북구 침산로 144, A동 501호 (침산동)",128.591514282,35.889257643
이아름다운치과의원,치과의원,0,053-958-2828,대구광역시 북구 대현로 88-1 (대현동),128.608632312,35.882468417
이메디치과의원,치과의원,0,053-326-0275,대구광역시 북구 구암로 136 (구암동),128.555622226,35.931608458
고은치과의원,치과의원,0,053-421-1275,대구광역시 북구 중앙대로 522 (칠성동2가),128.595980371,35.879557789
칠곡한빛치과의원,치과의원,0,053-326-2275,대구광역시 북구 구암로65길 52 (구암동),128.564183104,35.941707705
다정한치과의원,치과의원,0,053-326-2822,대구광역시 북구 칠곡중앙대로 373 (태전동),128.547482442,35.929129112
벧엘치과의원,치과의원,0,053-355-7575,대구광역시 북구 원대로 42-1 (고성동2가),128.580952701,35.881281010
산격치과의원,치과의원,0,053-959-3030,대구광역시 북구 산격로 48 (산격동),128.605542895,35.894855181
박병준치과의원,치과의원,0,053-322-2875,대구광역시 북구 칠곡중앙대로 424 (읍내동),128.548888391,35.933502421
한솔치과의원,치과의원,0,053-326-6700,"대구광역시 북구 구암로 17, 305호 (관음동, 한양수정아파트상가)",128.543515691,35.934112103
김민정치과의원,치과의원,0,053-359-0009,"대구광역시 북구 호암로 30, 3층 (칠성동2가)",128.593907885,35.882357883
향기로운치과의원,치과의원,0,053-326-2876,"대구광역시 북구 팔거천동로 223, 303호 (동천동, 수정빌딩)",128.557918508,35.943986439
이-편한치과의원,치과의원,0,053-955-2833,"대구광역시 북구 동북로 150, 2층 (산격동)",128.609013855,35.899866912
복현이튼연합치과의원,치과의원,0,053-382-7528,"대구광역시 북구 공항로 8, 2층 (복현동)",128.616096803,35.897606994
신세계경치과의원,치과의원,0,053-313-0127,"대구광역시 북구 칠곡중앙대로 309, 4층 (태전동, 송림스포츠센타)",128.545936393,35.923373152
흰돌치과의원,치과의원,0,053-326-6543,"대구광역시 북구 대천로 94, 4층 (동천동)",128.559369404,35.936635014
강북행복을심는치과의원,치과의원,0,053-323-2875,대구광역시 북구 대천로 93 (동천동),128.559453325,35.937087490
문진치과의원,치과의원,0,053-382-3457,"대구광역시 북구 복현로 71, 3층 303호 (복현동, 블루빙브라운스톤 명문세가 상가)",128.622413902,35.898495837
고운이치과의원,치과의원,0,053-955-2275,"대구광역시 북구 동변로 91, 3층 (동변동)",128.603108265,35.921014243
미소지움치과의원,치과의원,0,053-958-9580,"대구광역시 북구 호국로 219, 3층 301호 (서변동, 대성골든프라자)",128.598823279,35.921380744
강북예스치과의원,치과의원,0,053-326-2825,"대구광역시 북구 칠곡중앙대로 455, 3층 (관음동)",128.548695047,35.936353842
하얀미소치과의원,치과의원,0,053-326-7528,대구광역시 북구 구암로21길 1 (읍내동),128.552174188,35.932444870
하이얀치과의원,치과의원,0,053-312-0275,"대구광역시 북구 학정로 415, 503호 (동천동)",128.562988355,35.941860249
동변사과나무치과의원,치과의원,0,053-953-2828,"대구광역시 북구 동변로 24, 224동 202층 (동변동, 선수촌2단지apt)",128.602941969,35.916518523
해바라기치과의원,치과의원,0,053-351-0275,"대구광역시 북구 침산로 128, 5층 (침산동, 동광빌딩)",128.591847030,35.887680319
침산동아치과의원,치과의원,0,053-351-2842,"대구광역시 북구 침산로21길 24, 109동 201호 (침산동)",128.588206229,35.886426489
칠곡열린치과의원,치과의원,0,053-312-7528,"대구광역시 북구 팔거천동로 80, 2층 (구암동)",128.555061256,35.931447360
하유선치과의원,치과의원,0,053-951-2275,"대구광역시 북구 서변로 63, 2층 (서변동)",128.596403061,35.921428650
서변치과의원,치과의원,0,053-951-7275,"대구광역시 북구 호국로 215, 204호 (서변동, 대성골드프라자)",128.598816871,35.920857580
칠곡명인치과의원,치과의원,0,053-321-5722,대구광역시 북구 동암로12길 8 (동천동),128.555964051,35.944861266
엠치과의원,치과의원,0,053-326-9885,"대구광역시 북구 학정로 439, 2층 (동천동)",128.563374495,35.943850410
복현아름다운치과의원,치과의원,0,053-955-7528,"대구광역시 북구 동북로 290, 3층 (복현동)",128.621623445,35.892370027
탑연합치과의원,치과의원,0,053-351-2804,"대구광역시 북구 침산로 93, 3층 7호 (칠성동2가, 스펙트럼시티)",128.589807815,35.885215824
